usdot_num,fmcsa_link,user_created,date_created,user_updated,date_updated,entity_type,operating_status,oos_date,legal_name,dba_name,physical_address,phone,mailing_address,state_carrier_id_number,mc_num,duns_number,power_units,drivers,mcs_150_form_date,operation_classification,carrier_type,cargo_types,us_vehicle_inspections,us_driver_inspections,us_hazmat_inspections,us_iep_inspections,us_vehicle_out_of_service,us_driver_out_of_service,us_hazmat_out_of_service,us_iep_out_of_service,us_vehicle_out_of_service_pct,us_driver_out_of_service_pct,us_hazmat_out_of_service_pct,us_iep_out_of_service_pct,us_vehicle_natl_avg_oos_pct,us_driver_natl_avg_oos_pct,us_hazmat_natl_avg_oos_pct,us_iep_natl_avg_oos_pct,us_crashes_fatal,us_crashes_injury,us_crashes_tow,us_crashes_total,canadian_vehicle_inspections,canadian_driver_inspections,canadian_vehicle_out_of_service,canadian_driver_out_of_service,canadian_vehicle_out_of_service_pct,canadian_driver_out_of_service_pct,carrier_safety_rating_rating_date,carrier_safety_rating_review_date,carrier_safety_rating_rating,carrier_safety_rating_type,mileage,mileage_year
3867352,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3867352,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:38.935Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:32.078Z,CARRIER,NOT AUTHORIZED,,BJ3 LOGISTICS LLC,,"5301 ALPHA RD APT 425  
            DALLAS, TX   75240",(469) 509-5530,"5301 ALPHA RD APT 425  
          DALLAS, TX   75240-4368",,,--,2,8,2022-04-20,Auth. For Hire,Interstate,['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3867659,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3867659,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:57.995Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:51.840Z,BROKER,AUTHORIZED FOR BROKER HHG,,FIORITO INC,,"2468 FABENS RD
            DALLAS, TX   75229",(972) 977-1384,"2468 FABENS RD
          DALLAS, TX   75229-4507",,MC-1415004,--,0,,2022-05-24,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3873836,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3873836,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:22.386Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:16.655Z,CARRIER,NOT AUTHORIZED,,MEGA MOVERS GROUP LLC,,"2808 SW GENESEE ST   
            SEATTLE, WA   98126",(206) 308-0407,"2808 SW GENESEE ST   
          SEATTLE, WA   98126-2534",,,--,1,4,2022-04-29,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3875121,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3875121,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:30.121Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:20.967Z,CARRIER,NOT AUTHORIZED,,ALL MONEY GOOD LOGISTICS,AMG LOGISTICS,"8633 BAUMGARTEN DR
            DALLAS, TX   75228",(214) 476-6949,"8633 BAUMGARTEN DR
          DALLAS, TX   75228-5418",,,--,2,2,2023-02-10,Auth. For Hire,Interstate,"['General Freight', 'Household Goods', 'Fresh Produce', 'Passengers', 'Meat', 'US Mail', 'Refrigerated Food', 'Paper Products']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,1,2022
3878642,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3878642,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:58.644Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:52.544Z,CARRIER,NOT AUTHORIZED,,FLEXIBLE RELOCATION SERVICES INC,,"30 NE 68TH TERRACE
            MIAMI, FL   33138",(786) 202-1484,"30 NE 68TH TERRACE
          MIAMI, FL   33138",,,--,1,2,2022-05-09,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3878682,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3878682,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:55.213Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:48.993Z,CARRIER,NOT AUTHORIZED,,EMPIRE MOVERS LLC,,"1790 MERCER PKWY APT 12402
            DALLAS, TX   75234",(214) 906-2562,"1790 MERCER PKWY APT 12402
          DALLAS, TX   75234",,MC-1422343,--,2,2,2023-01-18,Auth. For Hire,Interstate,['Household Goods'],7,11,0,0,1,8,0,0,0.14,0.73,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3883117,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3883117,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:19.240Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:13.515Z,CARRIER,NOT AUTHORIZED,,LUV'S RELIABLE AUTO,,"8920 ROSECLIFF DR
            DALLAS, TX   75217",(214) 845-0460,"8920 ROSECLIFF DR
          DALLAS, TX   75217-2214",,,--,1,4,2022-05-13,Auth. For Hire,Interstate,"['General Freight', 'Household Goods', 'Motor Vehicles', 'Drive/Tow away']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3884959,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3884959,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:33.123Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:25.054Z,CARRIER/FREIGHT FORWARDER,NOT AUTHORIZED,,AMORELOVE TRUCKING,,"999 S HARWOOD ST APT 541  
            DALLAS, TX   75201",(214) 422-6746,"999 S HARWOOD ST APT 541  
          DALLAS, TX   75201-6187",,,--,1,3,2022-05-17,Auth. For Hire,Interstate,"['General Freight', 'Household Goods', 'Grain, Feed, Hay', 'Coal/Coke', 'Meat', 'Garbage/Refuse', 'US Mail', 'Chemicals', 'Commodities Dry Bulk', 'Refrigerated Food', 'Beverages', 'Paper Products', 'Utilities', 'Agricultural/Farm Supplies', 'Construction']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3886440,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3886440,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:08.010Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:02.155Z,CARRIER,AUTHORIZED FOR Property,,ILIFT LOGISTICS LLC,,"214 N MURDEAUX LN
            DALLAS, TX   75217",(469) 623-2550,"214 N MURDEAUX LN
          DALLAS, TX   75217",,MC-1427474,--,1,2,2022-12-28,Auth. For Hire,Interstate,['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,1,2022
3896318,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3896318,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:29.988Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:20.841Z,CARRIER,NOT AUTHORIZED,,ALL EQUIPMENT TRANSPORT INC,,"14450 SW 183RD TER   
            MIAMI, FL   33177",(786) 539-9000,"14450 SW 183RD TER   
          MIAMI, FL   33177-7680",,,--,2,2,2022-06-06,Auth. For Hire,Interstate,"['General Freight', 'Household Goods', 'Logs, Poles, Beams, Lumber', 'Utilities', 'Agricultural/Farm Supplies', 'Construction', 'OTHER']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3898877,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3898877,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:59.976Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:54.182Z,IEP,NOT AUTHORIZED,,FUDINI LOGISTICS LLC,FUDINI LOGISTICS & AUTO SALES,"12073 GARLAND RD
            DALLAS, TX   75218",(469) 674-4463,"12073 GARLAND RD
          DALLAS, TX   75218-1532",,,--,10000,4,2022-06-09,Auth. For Hire,,"['General Freight', 'Household Goods', 'Logs, Poles, Beams, Lumber', 'Building Materials', 'Fresh Produce', 'Liquids/Gases', 'Intermodal Cont.', 'Grain, Feed, Hay', 'Garbage/Refuse', 'Commodities Dry Bulk', 'Beverages', 'Paper Products', 'Utilities', 'OTHER']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3900285,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3900285,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:22.426Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:16.697Z,CARRIER,OUT-OF-SERVICE,2023-07-21,MELANIN MOVERS LLC,,"4909 HAVERWOOD LN APT 902  
            DALLAS, TX   75287",(817) 734-7282,"4909 HAVERWOOD LN APT 902  
          DALLAS, TX   75287-4412",,MC-1436657,--,1,1,2022-06-13,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,
3906519,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3906519,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:24.103Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:15.015Z,CARRIER,OUT-OF-SERVICE,2023-07-08,2ND2NONE ENTERPRISE LLC,,"4403 S MALCOLM X BLVD
            DALLAS, TX   75215",,,,,,1,1,2022-09-13,Auth. For Hire,Interstate,['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,,,10,2022
3910087,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3910087,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:20.552Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:15.070Z,CARRIER,NOT AUTHORIZED,,MANY MILES MOVING LLC,,"539 W COMMERCE ST # 3200
            DALLAS, TX   75208",(866) 247-0920,"539 W COMMERCE ST # 3200
          DALLAS, TX   75208",,,--,1,2,2022-07-18,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,1,2021
3912221,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3912221,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:56.117Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:50.129Z,CARRIER,NOT AUTHORIZED,,EXCLUSIVE LOGISTICS GROUP LLC,,"3022 NW 73RD STREET    SUITE #6
            MIAMI, FL   33147",(305) 772-6812,"3022 NW 73RD STREET   SUITE #6
          MIAMI, FL   33147",,,--,2,5,2023-04-03,Auth. For Hire,Interstate,"['General Freight', 'Household Goods']",1,3,0,0,0,1,0,0,0.0,0.33,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,25000,2022
3915135,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3915135,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:50.726Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:44.752Z,CARRIER,AUTHORIZED FOR HHG,,DESIGNER EXPRESS LLC,,"1323 MEDICAL DISTRICT DR
            DALLAS, TX   75207",(469) 399-1006,"1323 MEDICAL DISTRICT DR
          DALLAS, TX   75207-2305",,MC-1446450,--,1,1,2023-04-17,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,10000,2022
3919483,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3919483,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:24.318Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:15.259Z,CARRIER/BROKER,NOT AUTHORIZED,,3JS BOBCAT SERVICE CORP,,"2229 NW 81ST ST
            MIAMI, FL   33147",(786) 352-0302,"2229 NW 81ST ST
          MIAMI, FL   33147-4825",,_1,--,0,,2022-07-19,Auth. For Hire,Intrastate Only (Non-HM),"['Building Materials', 'Construction']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,1,2021
3931739,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3931739,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:54.921Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:49.943Z,CARRIER,OUT-OF-SERVICE,2023-07-22,TRIPLE UP LOGISTICS LLC,,"6423 MOONHILL DR
            DALLAS, TX   75241",(469) 553-8234,"6423 MOONHILL DR
          DALLAS, TX   75241",,MC-1457434,11-804-9855,1,2,2022-09-29,Auth. For Hire,Interstate,['General Freight'],1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,
3938498,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3938498,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:01.660Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:55.707Z,CARRIER,NOT AUTHORIZED,,GILZEAN LOGISTICS LLC,,"18820 SW 113TH AVE   
            MIAMI, FL   33157",(786) 707-6288,"18820 SW 113TH AVE   
          MIAMI, FL   33157-7511",,,--,1,1,2022-08-20,Auth. For Hire,Interstate,"['General Freight', 'Household Goods']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3940800,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3940800,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:52.554Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:47.469Z,CARRIER,OUT-OF-SERVICE,2023-04-07,TICTAC RELOCATION,,"2615 25TH AVE S UNIT 509
            SEATTLE, WA   98144",(206) 309-2666,"2615 25TH AVE S UNIT 509
          SEATTLE, WA   98144-5199",,MC-1463461,--,2,4,2022-10-25,Auth. For Hire,Interstate,['Household Goods'],0,1,0,0,0,1,0,0,,1.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,,,50000,2022
3943678,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3943678,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:26.448Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:20.693Z,CARRIER,NOT AUTHORIZED,,MOVING ENHANCED,,"12610 JUPITER RD APT 811  
            DALLAS, TX   75238",(915) 270-6463,"12610 JUPITER RD APT 811  
          DALLAS, TX   75238-3954",,,--,1,2,2022-08-29,Auth. For Hire,Interstate,"['General Freight', 'Household Goods']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3947195,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3947195,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:26.985Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:21.473Z,CARRIER,NOT AUTHORIZED,,MR DIAZ INC,,"13355 SW 100TH TER
            MIAMI, FL   33186",(305) 903-9034,"13355 SW 100TH TER
          MIAMI, FL   33186-2866",,,--,1,1,2022-11-16,Auth. For Hire,Interstate,"['General Freight', 'Fresh Produce', 'Refrigerated Food', 'Beverages']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3948624,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3948624,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:32.336Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:26.784Z,CARRIER,NOT AUTHORIZED,,OTG TRUCKING SERVICE LLC,,"18640 NW 2ND AVE # 693156  
            MIAMI, FL   33169",(305) 216-4450,"18640 NW 2ND AVE # 693156  
          MIAMI, FL   33169-4508",,,--,0,4,2022-09-07,Auth. For Hire,Interstate,"['General Freight', 'OTHER']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3958987,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3958987,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:00.100Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:54.331Z,CARRIER,NOT AUTHORIZED,,FUTURE FORTUNE EXPRESS INC,,"1001 NW 7TH ST APT 708  
            MIAMI, FL   33136",(347) 791-8633,"1001 NW 7TH ST APT 708  
          MIAMI, FL   33136-3798",,,--,0,8,2022-09-24,Auth. For Hire,Interstate,"['General Freight', 'Household Goods', 'Metal: sheets, coils, rolls', 'Motor Vehicles', 'Logs, Poles, Beams, Lumber', 'Building Materials', 'Intermodal Cont.', 'Commodities Dry Bulk', 'Utilities']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3959010,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3959010,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:54.789Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:49.799Z,CARRIER,NOT AUTHORIZED,,TRILOGY TRANSPORT AND ENERGY SERVICES LLC,,"17671 ADDISON RD APT 1002
            DALLAS, TX   75287-7025",(701) 580-5265,"17671 ADDISON RD APT 1002
          DALLAS, TX   75287-7025",,,--,1,1,2022-11-15,Auth. For Hire,Intrastate Only (Non-HM),['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,2100,2022
3967772,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3967772,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:56.144Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:50.168Z,BROKER,AUTHORIZED FOR BROKER HHG,,APEX MOVING SOLUTIONS CORP,EXCLUSIVE VAN LINES,"815 NW 57TH AVE STE 335  
            MIAMI, FL   33126",(305) 833-3560,"815 NW 57TH AVE STE 335  
          MIAMI, FL   33126-2042",,MC-1481737,--,0,,2022-10-11,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3973220,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3973220,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:46.220Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:40.989Z,BROKER,"AUTHORIZED FOR BROKER Property, HHG",,SLIPSTREAM AUTO TRANSPORT LLC,,"382 NE 191ST ST PMB 786640 PMB 786640  
            MIAMI, FL   33179",(561) 565-6676,"382 NE 191ST ST PMB 786640 PMB 786640  
          MIAMI, FL   33179-3899",,MC-1485353,--,0,,2022-10-20,Auth. For Hire,Interstate,['Motor Vehicles'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3974406,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3974406,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:39.890Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:33.315Z,CARRIER,NOT AUTHORIZED,,BOLD ENTERPRISE LOGISTICS,,"8624 FERGUSON RD # 571766
            DALLAS, TX   75357",(877) 782-3295,"8624 FERGUSON RD # 571766
          DALLAS, TX   75357",,,11-742-3472,3,3,2023-02-02,Auth. For Hire,Interstate,['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,1,2022
3975057,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3975057,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:55.322Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:49.124Z,CARRIER/IEP,NOT AUTHORIZED,,ENERG LOGISTICS LLC,,"1065 SW 8TH ST # 1411  
            MIAMI, FL   33130",(409) 433-0845,"1065 SW 8TH ST # 1411  
          MIAMI, FL   33130-3601",,,--,0,8,2022-10-24,Auth. For Hire,Interstate,"['General Freight', 'Metal: sheets, coils, rolls', 'Motor Vehicles', 'Drive/Tow away', 'Logs, Poles, Beams, Lumber', 'Building Materials', 'Mobile Homes', 'Machinery, Large Objects', 'Intermodal Cont.', 'Grain, Feed, Hay', 'Coal/Coke', 'Commodities Dry Bulk', 'Utilities', 'Agricultural/Farm Supplies', 'Construction', 'OTHER']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3975699,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3975699,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:02.318Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:56.330Z,CARRIER,NOT AUTHORIZED,,GOING GOLDENN TRANSPORTATION LLC,,"4420 MARK TRAIL WAY
            DALLAS, TX   75232-1047",(214) 709-8984,"4420 MARK TRAIL WAY
          DALLAS, TX   75232-1047",,,--,1,1,2022-10-25,Auth. For Hire,Intrastate Only (Non-HM),"['General Freight', 'Building Materials']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3976069,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3976069,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:37.558Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:30.779Z,CARRIER,NOT AUTHORIZED,,BENJAMIN INSPECTION SERVICES LLC,,"14261 SW 120TH ST 103 506
            MIAMI, FL   33186",(786) 867-9537,"14261 SW 120TH ST 103 506
          MIAMI, FL   33186",,,11-793-5172,1,2,2022-10-31,Auth. For Hire,Interstate,"['General Freight', 'Household Goods']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,1,2021
3979198,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3979198,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:28.140Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:18.871Z,CARRIER,NOT AUTHORIZED,,ADS ONE TRANSPORT LOGISTICS LLC,,"3820 CROZIER ST   
            DALLAS, TX   75215",(214) 545-8193,"2701 W IRVING BLVD UNIT 153153  
          IRVING, TX   75015-0001",,,--,1,4,2022-11-01,Auth. For Hire,Interstate,"['General Freight', 'Household Goods', 'Logs, Poles, Beams, Lumber', 'Building Materials', 'Fresh Produce', 'Commodities Dry Bulk', 'Utilities']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
